,CarParkID,address,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,lat,lng
589,PP6,BLK 146 POTONG PASIR AVENUE 2,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.332283736,103.8676147
590,PR1,BLK 101/108 PASIR RIS STREET 12,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.36733184,103.9579998
593,PR2,BLK 109/129 PASIR RIS STREET 11,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.367274803,103.9554428
594,PR3,BLK 531/536 PASIR RIS DR 1/PASIR RIS CENTRAL,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.371063423,103.9507156
595,PR4,BLK 406/411 PASIR RIS DRIVE 6,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.372934646,103.9545205
597,PR6,BLK 441/445 PASIR RIS DRIVE 6,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.369379059,103.957594
599,PR7,BLK 446/455 PASIR RIS DRIVE 6,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.371009412,103.9576851
600,PR8,BLK 456/461 PASIR RIS DRIVE 4,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,1.371267841,103.9595744
602,PRM,BLK 33 PARK CRESCENT MSCP,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N,1.285450368,103.84227
605,Q16,BLK 45 AND 50 STIRLING RD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.296933726,103.8037167
607,Q17,BLK 52 STIRLING RD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.296206346,103.8038246
611,Q19,BLK 151 MEI LING STREET,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.0,N,1.294701007,103.803258
612,Q41,BLK 80 STRATHMORE AVENUE,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N,1.29410861,103.8094946
613,Q65,BLK 115A COMMONWEALTH DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.30552382,103.7987539
617,Q66,BLK 117 COMMONWEALTH DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.30670479,103.7994973
620,Q67,BLK 116-118 COMMONWEALTH CRESCENT,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.307172812,103.8005433
622,Q68,BLK 110 COMMONWEALTH CRESCENT,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.0,N,1.306877426,103.7990047
626,Q70,BLK 99/102 COMMONWEALTH CRESCENT,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.0,N,1.307346071,103.8005493
628,Q73,BLK 91/92 COMMONWEALTH DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.0,N,1.306253309,103.8003917
631,Q80,BLK 45/46/47 HOLLAND DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,1.308536481,103.7927017
632,Q81,BLK 43 HOLLAND DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,1.307536743,103.7931643
634,Q84,BLK 2/4/6/31/32 HOLLAND CLOSE,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.306780988,103.7966732
636,Q85,NORTH BUONA VISTA ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.308234591,103.7920457
639,Q86,BLK 148A MEI LING STREET,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.8,N,1.294563482,103.8038719
641,Q87,BLK 5A HOLLAND CLOSE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.0,N,1.308878937,103.7962384
644,Q88,BLK 19A QUEEN'S CLOSE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.292990561,103.8005597
648,Q89,BLK 7B COMMONWEALTH AVENUE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.0,N,1.306246135,103.7950498
650,Q94,BLK 102 COMMONWEALTH CRESCENT,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.0,N,1.307637808,103.8005611
653,Q96,BLK 181-184 STIRLING ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.295347167,103.8044053
655,RC1,BLK 101/102 JALAN RAJAH,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.32854681,103.8515537
656,RC2,BLK 103/104 JALAN RAJAH,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.327687747,103.8530706
657,RC3,BLK 105/108 JALAN RAJAH,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.328285544,103.8545641
658,RCM,BLK 638 VEERASAMY ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.0,N,1.307157291,103.8554168
659,RHM,BLK 88A REDHILL CLOSE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,1.286463927,103.8185776
662,RHS,BLK 75A/B REDHILL ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.288288614,103.8156164
663,SAM,BLK 60A STRATHMORE AVENUE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.292563549,103.8118775
664,SB1,BLK 306B CANBERRA ROAD,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,1.446480287,103.8220573
666,SB2,BLK 316A SEMBAWANG VISTA,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.446448335,103.8205027
668,SB3,BLK 325A SEMBAWANG CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.444937699,103.8187405
670,SB4,BLK 313A SEMBAWANG DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.444079707,103.8212732
673,SB5,BLK 322A SEMBAWANG CLOSE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.446077602,103.818241
675,SB6,BLK 306A CANBERRA ROAD,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.445341201,103.8225551
677,SB7,BLK 336A SEMBAWANG CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.446614113,103.8149265
678,SB8,BLK 330A SEMBAWANG CLOSE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.447080963,103.8171494
681,SB9,BLK 335A SEMBAWANG CLOSE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.447603143,103.8154982
682,SD1,BLK 40-44 SIMS DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.316572678,103.8770833
683,SD2,BLK 45/50/51 SIMS DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.31692246,103.8783649
684,SD3,BLK 46/47/48/49 SIMS PLACE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.317329964,103.8792476
685,SD4,BLK 52 SIMS PLACE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.316578348,103.8802418
686,SD5,BLK 53 SIMS PLACE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.317768921,103.8799149
687,SD9,BLK 114 LOR 3 GEYLANG,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,YES,0,4.15,N,1.31176147,103.8734959
688,SDM,BLK 114A LORONG 3 GEYLANG MSCP,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,1.312460212,103.8744514
689,SE9,BLK 135/141 SERANGOON NORTH AVE 2,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.368417342,103.8744599
690,SG1,BLK 1/3/8 ST GEORGE RD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.323228034,103.8610063
691,SG2,BLK 14/19 ST GEORGE RD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.32411624,103.8622121
692,SG3,BLK 20/23 ST GEORGE RD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.325147,103.8621767
693,SG4,BLK 9/11 ST GEORGE RD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.323307854,103.8631036
694,SH1,BLK 301-313 SHUNFU ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.350736127,103.8381765
695,SH2,BLK 320 SHUNFU ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N,1.352048046,103.8368345
696,SI1,BLK 101/107 SIMEI STREET 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.341109438,103.9513179
697,SI2,BLK 108/119 SIMEI STREET 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.344011471,103.9519156
698,SI4,BLK 120/122 SIMEI STREET 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.344856605,103.9522749
699,SI6,BLK 132 SIMEI STREET 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.346901825,103.9556254
700,SI7,BLK 132 - 139 SIMEI STREET 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,1.347429684,103.9562922
701,SI8,BLK 138 SIMEI STREET 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.347209307,103.9571221
702,SI9,BLK 141/147 SIMEI STREET 2,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.345775348,103.9554395
703,SK1,BLK 133A RIVERVALE STREET,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.388406087,103.9041613
704,SK2,BLK 236A COMPASSVALE WALK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.390283407,103.9001141
705,SK3,BLK 205D COMPASSVALE LANE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.386044181,103.8974259
706,SK4,BLK 102A RIVERVALE WALK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.382133018,103.9000621
707,SK5,BLK 124D RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.387678488,103.9027451
708,SK6,BLK 233A COMPASSVALE WALK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.389467324,103.9009374
709,SK7,BLK 224E COMPASSVALE WALK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.389069203,103.8979912
710,SK8,BLK 126A RIVERVALE STREET,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.389833374,103.9021881
711,SK9,BLK 146A RIVERVALE CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.390814165,103.9059218
712,SLS,BLK 4 SAGO LANE CAR PARK,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.281675799,103.842977
713,SM1,BLK 22 SIN MING ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.357918085,103.8393282
714,SM3,BLK 25 SIN MING ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.354705141,103.8390666
715,SM9,BLK 24A SIN MING ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,1.355495312,103.8368427
716,SMM,BLK 53A STRATHMORE AVENUE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.293322433,103.8075822
721,SPM,BLK 108 SPOTTISWOODE PARK MSCP,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,1.273925817,103.8356316
722,SPS,BLK 101/102 SPOTTISWOODE PARK CAR PARK,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.5,N,1.275095461,103.8361731
723,T11,BLK 149/151 TAMPINES STREET 12,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.350826206,103.943317
724,T12,BLK 156/160 TAMPINES STREET 12,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.35108601,103.9457646
725,T13,BLK 161/166 TAMPINES STREET 12,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.349023987,103.9457387
726,T15,BLK 201A/201C TAMPINES STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.353207564,103.9527616
727,T16,BLK 202/205 TAMPINES STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.352550051,103.9523121
728,T17,BLK 201D/209/208A TAMPINES STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.351983646,103.9532687
729,T18,BLK 201E TAMPINES STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.353137417,103.9539457
730,T19,BLK 210/230 TAMPINES STREET 23,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.354534086,103.9533459
731,T20,BLK 231/238 TAMPINES STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.356214509,103.9473603
732,T24,BLK 239/244 TAMPINES STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.354435326,103.947279
733,T25,BLK 245/248 TAMPINES STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.352670759,103.947108
734,T26,BLK 249/266 TAMPINES STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.352220928,103.9490982
735,T27,BLK 251/253 TAMPINES STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.353005364,103.9481913
736,T28,BLK 257/260 TAMPINES STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.354229234,103.9493984
737,T29,BLK 255/264 TAMPINES STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.353968765,103.9509606
738,T30,BLK 267/271 TAMPINES STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.351063981,103.9494156
739,T31,BLK 268-270 TAMPINES STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.351123536,103.9479787
740,T32,BLK 272-275 TAMPINES STREET 22,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.348943596,103.9504465
741,T34,BLK 283/286 TAMPINES STREET 22,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.348911627,103.9526858
742,T35,BLK 287/298/299A/299B TAMPINES STREET 22,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.348883331,103.9542377
743,T37,"BLK 801, 820, 897/898 TAMPINES AVE 4/STREET 81",SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.347358095,103.9368644
744,T38,"BLK 902-916, 942-946 TAMPINES STREET 91",SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.350012803,103.9392666
745,T39,BLK 921-941 TAMPINES STREET 91,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.346177595,103.9395894
746,T41,BLK 821/829 TAMPINES STREET 81,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.348285841,103.9352805
747,T42,BLK 824/827 TAMPINES STREET 81,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.349288542,103.9327241
748,T43,BLK 831/841 TAMPINES STREET 83,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.351151382,103.9343341
749,T44,BLK 830/840 TAMPINES STREET 82,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.350712225,103.9353733
750,T45,BLK 843/855 TAMPINES STREET 83,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.353066409,103.9352058
751,T46,BLK 842/856 TAMPINES STREET 82,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.352497622,103.9365303
752,T47,BLK 857/864 TAMPINES STREET 83/AVE 5,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3548701,103.9368995
753,T48,BLK 865/874A TAMPINES ST 83/84,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.353886838,103.93285
754,T49,BLK 875/886A TAMPINES STREET 84 /AVE 8,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.35199088,103.93143
755,T50,BLK 887-889 TAMPINES ST 81/AVENUE 3,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.350722445,103.9310009
756,T51,BLK 894-896 TAMPINES STREET 81,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.348714432,103.9316872
757,T55,BLK 501/508 TAMPINES CENTRAL 1,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,1.356294749,103.9452519
758,T57,BLK 885A TAMPINES ST 83,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.350746741,103.9330694
759,T58,BLK 872A TAMPINES ST 86,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.355342322,103.9311248
760,T72,BLK 401/417 TAMPINES STREET 41,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.358094178,103.9456102
761,T73,BLK 418/424 TAMPINES STREET 41,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.35808556,103.9469222
762,T74,BLK 425/428 TAMPINES STREET 41,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.35941422,103.9482135
763,T75,BLK 429/432 TAMPINES STREET 41,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.359329003,103.9504544
764,T76,BLK 433/443 TAMPINES STREET 43,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,3.8,N,1.36016774,103.9516421
765,T77,BLK 472/484 TAMPINES STREET 43/44,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,4.5,N,1.36167765,103.952775
766,T78,BLK 444/450 TAMPINES STREET 42,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.35767731,103.9512111
767,T79,BLK 451/460 TAMPINES STREET 42,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.357412764,103.9544694
768,T80,BLK 461/471 TAMPINES STREET 44,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.359798752,103.954573
769,T81,BLK 485A/489C TAMPINES ST 45/AVE 9,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.360329828,103.9579675
772,TB1,BLK 1/2/3/4/6 TELOK BLANGAH CRES,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N,1.278380636,103.818525
774,TB2,BLK 8-10 TELOK BLANGAH CRES,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.277570075,103.8193406
776,TB3,BLK 12/22 TELOK BLANGAH CRES,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.276839183,103.8194677
780,TB6,BLK 27/33 TELOK BLANGAH WAY,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.273950797,103.8221513
783,TB7,BLK 29/32 TELOK BLANGAH RISE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.8,N,1.273451485,103.8213992
786,TB8,BLK 30/31 TELOK BLANGAH RISE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.8,N,1.272644048,103.8207549
788,TB9,BLK 32/35 TELOK BLANGAH RISE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,1.273288998,103.8222334
791,TBM,BLK 48A TELOK BLANGAH DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,1.8,N,1.271791286,103.8106687
792,TE1,BLK 115-117 JALAN BUKIT MERAH,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.281313715,103.826454
793,TE2,BLK 105-107 JALAN BUKIT MERAH,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.279982297,103.82508
794,TE3,BLK 108/110/112 JALAN BUKIT MERAH,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.279741392,103.8261416
795,TE4,BLK 132-138 JALAN BUKIT MERAH,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.27836964,103.8278436
